,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1710,17-06-2013,Brisbane,8.9,20.3,0,2.2,9.8,W,33,W,W,9,13,50,36,1011.7,1008.1,1,1,15.1,19.6,0,0,0
1711,18-06-2013,Brisbane,6.7,20.2,0,4.6,9.8,W,22,WSW,WNW,7,11,54,31,1014.1,1011.4,1,1,14,19.3,0,0,0
1712,19-06-2013,Brisbane,8.6,20.1,0,3,9.1,SW,24,WSW,SSW,11,4,53,35,1018,1016.2,1,4,13.9,19,0,0,0
1713,20-06-2013,Brisbane,12.3,19.3,0,4.8,1,SW,15,SW,WSW,4,6,63,58,1020.7,1017.7,7,7,14.8,18.8,0,2.6,1
1714,21-06-2013,Brisbane,12.3,13.6,2.6,2.2,0,WSW,13,SW,SW,4,4,92,90,1019.8,1017.3,8,8,12.7,13.4,1,6,1
1715,22-06-2013,Brisbane,9.8,20.7,6,0.2,9.2,W,17,WSW,SE,6,4,86,50,1021.7,1019.3,1,3,12.4,20.1,1,0,0
1716,23-06-2013,Brisbane,8.6,22.1,0,2.6,8,WSW,19,SW,S,6,4,73,45,1024.7,1021.2,3,5,14.2,20.4,0,0,0
1717,24-06-2013,Brisbane,10.5,21,0,2.6,9.6,W,26,SW,WSW,4,7,70,33,1022,1017.6,2,2,16,20.7,0,0,0
1718,25-06-2013,Brisbane,5.7,19.4,0,3.2,8.3,W,37,SE,W,4,9,61,34,1018.7,1013.5,1,3,12.7,19.1,0,0,0
1719,26-06-2013,Brisbane,7.3,20.1,0,5,10.1,W,24,WSW,WSW,9,9,61,35,1016.8,1013.2,1,1,12.9,19.9,0,0,0
1720,27-06-2013,Brisbane,11.1,19.6,0,2.4,3.3,WSW,17,WSW,SE,6,7,74,89,1018.6,1016.1,6,8,15.5,17.5,0,1.8,1
1721,28-06-2013,Brisbane,14.7,22.1,1.8,0.8,2.1,ESE,22,WSW,ESE,7,9,84,68,1020.6,1017.7,7,6,16.5,19.9,1,1.8,1
1722,29-06-2013,Brisbane,14.5,20.7,1.8,1.6,0,SSE,24,0,ESE,0,9,91,67,1021.6,1018.9,7,7,15.8,19.3,1,2.4,1
1723,30-06-2013,Brisbane,13.9,15.9,2.4,0.6,0.1,WSW,19,SSW,SSW,4,6,89,88,1019.8,1017,8,7,15.1,15.3,1,8.8,1
1724,01-07-2013,Brisbane,13.1,17.9,8.8,0.8,0.8,WSW,28,SW,WSW,9,7,93,90,1014.1,1010.6,7,8,14.3,16.4,1,15.4,1
1725,02-07-2013,Brisbane,14.1,23.3,15.4,1.2,3.7,SW,26,SW,S,6,9,79,61,1015,1014.8,7,5,17.9,22.4,1,0,0
1726,03-07-2013,Brisbane,15.7,23.6,0,2,8.5,SSE,24,SW,SE,6,11,69,61,1022.2,1020.7,2,3,18.7,22.4,0,0.4,0
1727,04-07-2013,Brisbane,16.5,23.9,0.4,3,8.9,E,19,SW,NE,4,6,76,49,1022,1017.4,3,5,19.5,23.1,0,0,0
1728,05-07-2013,Brisbane,13.4,23.8,0,3.4,4.7,ENE,15,SSE,ENE,2,7,78,70,1018.2,1014.4,5,6,18.8,22.8,0,0,0
1729,06-07-2013,Brisbane,12.5,25.4,0,2,9.7,ENE,13,WSW,NNE,6,6,82,31,1021.7,1019.1,1,1,16.1,24.4,0,0,0
1730,07-07-2013,Brisbane,11.4,22.8,0,3.2,9.2,E,19,SW,E,4,9,72,52,1026.1,1024.1,7,2,14.9,21.6,0,0,0
1731,08-07-2013,Brisbane,12.1,22.8,0,3.2,9.6,W,17,SW,W,4,6,69,47,1030.6,1027.3,6,1,15.7,21.6,0,0,0
1732,09-07-2013,Brisbane,10.7,20.6,0,3.4,5.8,SSE,30,SSW,ESE,6,9,66,56,1030.2,1027.3,2,7,15.3,18.7,0,1.6,1
1733,10-07-2013,Brisbane,12.6,17.4,1.6,2.6,0,SW,17,SW,ESE,6,6,94,76,1030.1,1028,8,8,13.6,17.3,1,0.6,0
1734,11-07-2013,Brisbane,12.9,21.4,0.6,0.4,9.6,ESE,22,SW,ESE,4,9,76,57,1031.6,1029.4,3,2,16.6,19.5,0,0.2,0
1735,12-07-2013,Brisbane,12.4,20.7,0.2,5,5.2,SSE,19,SSW,SE,4,4,75,62,1030,1026.4,6,7,16.7,19.8,0,0,0
1736,13-07-2013,Brisbane,10.1,21.8,0,3.2,9.2,E,19,SSW,ESE,4,7,87,53,1028.2,1025.1,3,2,13.6,19.9,0,1.6,1
1737,14-07-2013,Brisbane,11.6,19.6,1.6,2.2,2.3,WSW,15,SSW,SW,4,2,95,71,1027.4,1025.1,7,7,13,18.4,1,0.2,0
1738,15-07-2013,Brisbane,12.9,20.3,0.2,0.6,3.1,E,22,SW,N,4,6,84,71,1026.7,1023.8,7,7,16.1,18.7,0,0,0
1739,16-07-2013,Brisbane,13.1,22.2,0,1.6,8.7,E,22,SW,ENE,6,9,80,65,1026.8,1024,2,6,16.8,20.4,0,0.2,0
1740,17-07-2013,Brisbane,13.5,22.1,0.2,2.6,8.1,E,20,WSW,ENE,6,11,88,58,1025.8,1022.9,5,4,16.3,20.9,0,0.4,0
1741,18-07-2013,Brisbane,12.4,22.2,0.4,3.2,7,E,20,WSW,ENE,4,7,81,65,1024.8,1022,5,5,17.9,21,0,1.6,1
1742,19-07-2013,Brisbane,13.2,23.5,1.6,1.4,5.1,ENE,20,SW,NE,2,7,92,69,1021.9,1017.5,5,7,17.9,21.6,1,2.8,1
1743,20-07-2013,Brisbane,16.3,23.4,2.8,1.4,3.5,W,37,NNW,WNW,4,6,84,85,1015.5,1012.5,5,7,20.1,17.8,1,0.2,0
1744,21-07-2013,Brisbane,13,22.2,0.2,2.4,9.2,W,19,W,WNW,9,9,64,43,1018.7,1016.1,1,6,16.9,21.5,0,0.2,0
1745,22-07-2013,Brisbane,11.8,18,0.2,3.6,1,SW,13,SW,SW,6,2,68,67,1021.5,1020,7,8,13.9,15.9,0,3,1
1746,23-07-2013,Brisbane,11.8,20,3,1.4,9.4,W,26,SW,W,4,11,65,33,1022.8,1018.9,5,1,15.3,19.7,1,0,0
1747,24-07-2013,Brisbane,7.9,21.3,0,4.8,9.8,SE,26,SW,SW,7,4,57,41,1023.1,1020.6,1,1,13.4,20.9,0,0,0
1748,25-07-2013,Brisbane,12.1,21.6,0,3.4,6.2,ESE,26,SW,ESE,6,9,56,59,1026.9,1024.4,5,6,16.9,19.8,0,0,0
1749,26-07-2013,Brisbane,14.2,22.3,0,2.8,6,E,15,SSE,ENE,4,7,72,67,1027.5,1024.9,7,6,16.6,19.4,0,0,0
1750,27-07-2013,Brisbane,11.1,22.3,0,2.6,9.5,ESE,22,SW,E,4,13,81,56,1028.9,1026.4,2,4,15.8,20.6,0,0,0
1751,28-07-2013,Brisbane,11.4,22.1,0,3.2,5.6,E,33,WSW,E,4,13,77,53,1028.7,1025.9,1,4,17.1,20.8,0,1,0
1752,29-07-2013,Brisbane,13.1,21.8,1,2.8,4.9,E,19,SSW,WSW,4,2,86,73,1025.4,1022,3,6,16.3,19.4,0,0.2,0
1753,30-07-2013,Brisbane,12.8,22.8,0.2,3,5.3,SW,17,WSW,0,6,0,76,79,1019.7,1015.5,6,7,17.3,17.1,0,0.6,0
1754,31-07-2013,Brisbane,10.7,22.8,0.6,2.2,9,SW,20,SSW,SSW,6,6,69,54,1017.6,1015.3,1,5,17.1,22,0,0,0
1755,01-08-2013,Brisbane,12.4,22.7,0,3.4,7.7,SSE,24,SSW,SSE,4,6,67,55,1019.5,1016.8,5,7,18.2,21.6,0,0,0
1756,02-08-2013,Brisbane,11.4,24.3,0,2.6,9.1,NNW,15,SW,NNE,6,7,75,55,1020,1015.7,1,3,16.7,22.5,0,0,0
1757,03-08-2013,Brisbane,11.6,24.1,0,3,10.3,WNW,33,SW,W,2,11,51,22,1018.7,1014.7,0,0,18.5,23.4,0,0,0
1758,04-08-2013,Brisbane,6.4,23.6,0,6.6,10.3,WSW,28,0,WSW,0,11,58,27,1018.9,1015.3,0,0,16,23.1,0,0,0
1759,05-08-2013,Brisbane,8.9,23.9,0,4.6,10.1,WNW,22,SSE,W,4,9,53,34,1021,1016.8,0,1,17.2,23,0,0,0
1760,06-08-2013,Brisbane,8.5,24.8,0,3.6,10,W,24,SW,WNW,2,7,64,30,1019.6,1014.5,3,2,15.4,24.5,0,0,0
1761,07-08-2013,Brisbane,9.2,25.9,0,3.4,10,WNW,20,SSW,WNW,2,7,60,29,1016.8,1011.4,1,1,16.6,25.2,0,0,0
1762,08-08-2013,Brisbane,9.1,22.6,0,3.6,10.3,W,46,SW,W,2,20,55,25,1011.4,1008.1,0,1,17.3,21.3,0,0,0
1763,09-08-2013,Brisbane,9.8,23,0,9.2,10.2,SW,28,SW,WNW,11,7,46,36,1017.2,1014,0,1,16.1,22.6,0,0,0
1764,10-08-2013,Brisbane,8.8,26.5,0,4,10.1,WSW,19,SW,SW,4,4,47,28,1017.4,1015.3,0,1,17.4,26.2,0,0,0
1765,11-08-2013,Brisbane,10.8,26.9,0,3,10,ENE,15,SW,ENE,2,9,58,37,1019.6,1015.8,4,1,17.5,25.3,0,0,0
1766,12-08-2013,Brisbane,10.6,28.2,0,3.4,10.2,NNW,31,0,ENE,0,9,57,48,1016.4,1010.1,1,0,18.7,25.6,0,0,0
1767,13-08-2013,Brisbane,13.1,28,0,3.8,10.1,E,26,WSW,E,2,13,56,47,1015.1,1013.7,1,1,21.9,24.9,0,0,0
1768,14-08-2013,Brisbane,13.2,25.1,0,4.6,7.7,NE,22,SSW,ENE,2,11,70,69,1017.7,1012.6,1,6,19.9,22.9,0,0.2,0
1769,15-08-2013,Brisbane,13.4,25.7,0.2,3,10.6,W,35,WSW,WSW,6,13,43,19,1017.1,1014.9,1,0,21.9,24.9,0,0,0
1770,16-08-2013,Brisbane,10.2,21.8,0,8.2,10.4,ENE,22,SSW,ENE,6,13,46,52,1024,1019.4,1,1,16.4,20.9,0,0,0
1771,17-08-2013,Brisbane,11.5,24.4,0,3.6,9.3,ENE,28,SW,NE,2,11,69,59,1019.3,1013.7,6,2,17.7,22.4,0,0,0
1772,18-08-2013,Brisbane,14.1,26.5,0,3.8,10.5,E,20,SSW,WSW,4,2,87,29,1019.4,1015.6,1,1,16.4,26.3,0,0,0
1773,19-08-2013,Brisbane,13,26.1,0,4,10.4,W,26,SW,W,4,9,69,30,1017,1010.5,6,5,18.6,24.9,0,0,0
1774,20-08-2013,Brisbane,10.7,21.4,0,4,10.7,W,39,WNW,W,7,19,40,22,1013.8,1011.2,1,1,18.8,20.5,0,0,0
1775,21-08-2013,Brisbane,7.7,20.8,0,8.2,10.7,WSW,22,WSW,NW,7,6,38,21,1017.5,1013.3,1,0,13.4,20.1,0,0,0
1776,22-08-2013,Brisbane,6.8,21.9,0,6,10.8,W,22,SSW,W,6,6,41,22,1018.2,1014.3,1,3,15,21.4,0,0,0
1777,23-08-2013,Brisbane,6,23.9,0,2.8,11,WNW,41,WSW,W,2,19,48,20,1019,1014.6,1,0,15.3,23,0,0,0
1778,24-08-2013,Brisbane,9,25.7,0,7.4,11,WSW,24,WSW,ENE,4,13,36,31,1020.4,1018.7,0,0,19.7,23.2,0,0,0
1779,25-08-2013,Brisbane,11,24.5,0,4.8,10,E,24,SW,ENE,6,11,61,53,1026.3,1022.4,1,1,18.1,22.7,0,0,0
1780,26-08-2013,Brisbane,12.6,25,0,3.4,9.9,NNE,19,SW,NNE,4,9,71,52,1025.5,1021.2,1,1,19.1,23.1,0,0,0
1781,27-08-2013,Brisbane,12.1,25.8,0,4.2,10.5,NE,20,SW,NNE,4,7,69,51,1023.3,1018.4,1,1,19.3,24.2,0,0,0
1782,28-08-2013,Brisbane,11.2,28.5,0,3.6,10.6,WNW,19,SW,NW,2,6,63,26,1021.2,1017,0,1,19.7,28.3,0,0,0
1783,29-08-2013,Brisbane,13.4,25.9,0,4.4,10.6,E,24,SW,ENE,4,11,61,52,1024.4,1020.2,1,1,20.1,23.7,0,0,0
1784,30-08-2013,Brisbane,13.1,25.4,0,4.8,10.3,NNE,26,SW,NNE,4,9,71,53,1024,1019.5,1,1,19.7,23.6,0,0,0
1785,31-08-2013,Brisbane,14.2,26.8,0,4.6,10.2,NE,19,NNE,NE,4,9,67,58,1023.3,1019.2,1,2,21.8,25.9,0,0,0
1786,01-09-2013,Brisbane,16.6,26.1,0,4.2,9.6,ESE,30,SE,ESE,9,11,59,47,1025.7,1023.4,2,3,23.7,23.8,0,0,0
1787,02-09-2013,Brisbane,13.7,25.6,0,6.6,6.7,E,31,SW,ESE,4,13,64,54,1029.3,1026.4,7,3,19.6,23.2,0,0,0
1788,03-09-2013,Brisbane,15.1,23.5,0,5.2,8.9,ESE,41,SSE,SE,6,15,66,49,1031.1,1028.7,6,3,19.4,22.1,0,0.4,0
1789,04-09-2013,Brisbane,12.6,23.5,0.4,7.2,10.5,ESE,31,SSW,ESE,4,15,52,44,1031.4,1029.2,2,2,20.6,21.8,0,0,0
1790,05-09-2013,Brisbane,12.2,24.3,0,6.4,9.8,NE,24,SSW,ESE,4,7,59,44,1030.5,1026.8,2,1,19.6,23.1,0,0,0
1791,06-09-2013,Brisbane,11,24.7,0,4.6,10.7,ENE,20,SW,NE,6,7,65,46,1029.9,1025.4,1,0,18.1,23.6,0,0,0
1792,07-09-2013,Brisbane,12.3,25.6,0,4.2,10.6,N,24,W,NNE,4,7,63,54,1028.4,1023.5,0,0,20,23.5,0,0,0
1793,08-09-2013,Brisbane,12.1,26.2,0,5.8,10.1,NE,20,ESE,NE,4,9,63,49,1025.3,1020.6,1,3,21.4,24,0,0,0
1794,09-09-2013,Brisbane,12,25,0,5.2,10.4,ENE,22,ESE,NE,4,7,62,45,1023.6,1018.8,1,1,21.4,24.1,0,0,0
1795,10-09-2013,Brisbane,15.7,26.5,0,6,7.1,NE,26,WNW,NE,4,9,66,60,1016.9,1011.4,5,7,21.7,24.1,0,0,0
1796,11-09-2013,Brisbane,13.1,31.5,0,3.6,10.7,NNE,20,SW,NE,2,7,59,44,1013.7,1008.7,1,1,22,27.7,0,0,0
1797,12-09-2013,Brisbane,15.2,30.9,0,4.8,10.6,ENE,28,SW,ENE,6,15,44,66,1014.6,1010.6,1,1,23.2,25.4,0,0,0
1798,13-09-2013,Brisbane,16.9,26.1,0,5.6,8,E,30,ESE,E,9,15,58,60,1017.4,1016,2,3,24.2,23.2,0,0.2,0
1799,14-09-2013,Brisbane,19.6,26,0.2,6.2,8.8,NE,31,NE,NE,9,13,71,71,1016.7,1010.5,5,2,23.2,25,0,0,0
1800,15-09-2013,Brisbane,15.1,27.8,0,5,10.7,ENE,24,SSE,NE,7,9,52,48,1016.9,1013.3,1,1,24,25.8,0,0,0
1801,16-09-2013,Brisbane,17.7,21.8,0,5,0,NE,35,0,NE,0,13,86,74,1017.6,1012.1,8,8,19.3,20.3,0,11.8,1
1802,17-09-2013,Brisbane,17,29.1,11.8,3.8,8.2,WNW,37,N,NW,6,9,75,45,1009.4,1003,6,4,21.7,29,1,0.2,0
1803,18-09-2013,Brisbane,12.6,29.4,0.2,5,11.3,W,37,WNW,W,6,13,41,22,1010.4,1006.1,1,0,23.7,29.2,0,0,0
1804,19-09-2013,Brisbane,12.6,30,0,5,9.5,ENE,22,NNE,ENE,4,11,60,52,1010.1,1004.3,0,1,22.9,28.9,0,0,0
1805,20-09-2013,Brisbane,15.2,28.1,0,5.8,11.4,W,37,WSW,W,7,15,28,20,1012.4,1008.6,0,0,24,27.9,0,0,0
1806,21-09-2013,Brisbane,10.9,25,0,11.4,11,ENE,24,SSW,E,2,13,32,43,1014.7,1011.7,0,1,22.4,23.3,0,0,0
1807,22-09-2013,Brisbane,14.7,25.4,0,5.8,10.5,ENE,28,S,NNE,2,11,57,57,1016.1,1012.3,2,1,21.6,23.9,0,0,0
1808,23-09-2013,Brisbane,14.4,27.9,0,6,11,NE,20,SW,NE,6,7,65,47,1017.4,1012.3,5,1,21.6,27.4,0,0,0
1809,24-09-2013,Brisbane,15.3,32.8,0,4.8,10.4,NW,28,ENE,NE,4,13,57,44,1013.4,1007.5,1,2,23.9,29.4,0,0,0
1810,25-09-2013,Brisbane,16.3,31.2,0,7.8,10.8,E,24,SW,NE,4,13,48,26,1012.3,1010.2,0,0,27.7,29.3,0,0,0
1811,26-09-2013,Brisbane,18.6,29.3,0,6.4,9.8,NNE,26,E,NE,2,9,73,61,1013.7,1008.9,2,0,24.3,28.1,0,0,0
1812,27-09-2013,Brisbane,19.3,28.1,0,5.6,11,ESE,37,SE,E,19,20,45,51,1017.9,1015.4,0,0,26,24.8,0,0.2,0
1813,28-09-2013,Brisbane,18,27.1,0.2,8.8,2.1,ENE,20,SSW,WNW,4,6,83,52,1017.8,1012.8,8,6,19.4,25.1,0,0.4,0
1814,29-09-2013,Brisbane,14.8,30.1,0.4,1.6,11,E,39,SSW,E,6,17,52,55,1015.9,1013.4,1,2,26.6,25.4,0,0,0
1815,30-09-2013,Brisbane,16.4,27,0,7,9.5,NNE,22,NE,NE,4,9,66,63,1021.1,1017.2,7,5,22.9,24.6,0,0,0
1816,01-10-2013,Brisbane,18.4,30.8,0,5.2,10.2,NE,33,N,NNE,7,13,63,60,1018.7,1012.3,2,7,24.7,28.1,0,1.2,1
1817,02-10-2013,Brisbane,18,29.7,1.2,8,9.2,W,24,NE,NE,6,11,61,39,1017.1,1012.5,2,1,23.5,27.5,1,0,0
1818,03-10-2013,Brisbane,17.1,32.6,0,6.2,11.1,W,44,NNE,W,2,17,56,19,1012,1008,1,2,26.5,31.2,0,0,0
1819,04-10-2013,Brisbane,12.8,24.9,0,15,11.3,E,26,SSW,ENE,6,13,33,35,1019.9,1016.9,0,1,20.8,22.4,0,0,0
1820,05-10-2013,Brisbane,12.7,29.4,0,6.2,11.4,SSE,19,SW,ENE,4,11,52,36,1019.3,1013.4,0,0,21.1,26.1,0,0,0
1821,06-10-2013,Brisbane,13.4,31.6,0,6.6,11.8,NE,26,E,NE,6,11,50,39,1014.5,1008.5,0,0,24.4,29.5,0,0,0
1822,07-10-2013,Brisbane,15.2,34.7,0,5.4,10.5,SE,43,E,ENE,2,9,45,37,1009.6,1004,0,3,26.9,30.8,0,0,0
1823,08-10-2013,Brisbane,18.2,31,0,7.4,10.5,ENE,33,W,NE,4,13,57,54,1013,1009,4,2,23.9,25.5,0,0,0
1824,09-10-2013,Brisbane,15.1,26.2,0,8.2,11.9,ENE,28,ESE,NE,4,11,46,49,1021.5,1018.9,2,1,23.2,23.7,0,0,0
1825,10-10-2013,Brisbane,14.3,28.3,0,6.8,11.5,NE,30,W,NE,4,15,52,52,1019.9,1013.3,0,0,23.4,26.8,0,0,0
1826,11-10-2013,Brisbane,16.3,31.7,0,7.8,11.6,ESE,41,N,ENE,6,11,40,46,1012.8,1009.2,0,1,27,30.1,0,0,0
1827,12-10-2013,Brisbane,20.7,28,0,7.6,8.6,NE,30,E,NE,11,11,77,60,1018.2,1014.1,7,5,23.8,26.9,0,0,0
1828,13-10-2013,Brisbane,18.7,30.9,0,7.6,11.2,NNE,31,NNW,NE,9,13,49,55,1015,1008.5,1,1,25.9,27.4,0,0,0
1829,14-10-2013,Brisbane,20.9,29,0,10.6,11.7,W,48,W,SW,13,9,26,14,1013.1,1012,1,0,24.9,28.3,0,0,0
1830,15-10-2013,Brisbane,13.8,27,0,12,12.2,ENE,26,N,ENE,4,11,53,40,1022.2,1019,2,1,22.8,24.9,0,0,0
1831,16-10-2013,Brisbane,16,26.6,0,6.6,8.8,NNE,31,N,NE,7,15,54,51,1023.7,1019.1,2,6,23.2,24,0,0,0
1832,17-10-2013,Brisbane,15.8,27.8,0,8.4,11.8,NE,33,N,NNE,9,15,48,57,1020.3,1015.4,1,2,25.3,25.4,0,0,0
1833,18-10-2013,Brisbane,18.4,24.8,0,8,2,E,31,S,SE,7,6,72,88,1020.4,1019.8,7,7,22.3,20,0,12.2,1
1834,19-10-2013,Brisbane,15,27.4,12.2,4.4,11.9,E,30,S,E,7,15,50,50,1024.5,1020,1,2,23.6,25.4,1,0,0
1835,20-10-2013,Brisbane,16.9,27.4,0,7.6,10,E,28,ESE,ENE,7,17,62,62,1022.8,1018.9,4,6,23.9,24.3,0,0,0
1836,21-10-2013,Brisbane,18,28,0,6,11.7,ENE,24,NNE,ENE,4,11,58,53,1020.7,1017.1,6,1,24.8,26.6,0,0,0
1837,22-10-2013,Brisbane,17.8,28.4,0,8,11.2,NE,26,NW,NE,7,11,61,47,1019.3,1014.9,2,1,24.3,26.4,0,0,0
1838,23-10-2013,Brisbane,19.5,29.6,0,7.6,11.4,ENE,31,NW,NNE,9,13,56,56,1015.7,1011.1,1,1,25.4,27.3,0,0,0
1839,24-10-2013,Brisbane,20.1,33,0,10.6,7.4,W,24,N,W,7,4,47,44,1013.2,1011.6,4,8,28.1,28.4,0,0.2,0
1840,25-10-2013,Brisbane,19.2,26.2,0.2,5.2,8.7,ESE,39,SE,E,19,15,56,55,1021.6,1019.5,7,3,23.9,23.6,0,0,0
1841,26-10-2013,Brisbane,16.8,29.2,0,7.6,11.9,NE,26,NNE,N,6,9,55,50,1020.9,1015.6,1,1,25.3,27.9,0,0,0
1842,27-10-2013,Brisbane,17.9,26.7,0,7.8,11.5,ESE,30,ESE,ENE,11,15,57,48,1021.9,1019,6,1,24,25.2,0,0,0
1843,28-10-2013,Brisbane,16.6,26.8,0,9.6,10.3,NE,37,NE,NE,7,13,59,57,1022,1017.1,7,1,23.6,25.4,0,0,0
1844,29-10-2013,Brisbane,19,31.3,0,8,7.7,NE,35,N,E,9,13,51,80,1015.5,1010.7,1,7,26,24.5,0,8.8,1
1845,30-10-2013,Brisbane,16.5,27.2,8.8,6.6,6.8,E,37,SSE,ESE,11,17,67,51,1015.6,1013.6,7,1,21.9,25.4,1,0.2,0
1846,31-10-2013,Brisbane,18.4,26.3,0.2,8.4,10.2,E,31,ESE,E,11,13,58,51,1020.4,1017.8,4,2,22.7,25.1,0,0,0
1847,01-11-2013,Brisbane,15.6,26.5,0,9,12.5,ENE,30,E,ENE,6,13,46,38,1023.1,1020,4,2,24.5,25.2,0,0,0
1848,02-11-2013,Brisbane,15.5,28.2,0,8.4,12.3,NE,26,NE,NNE,4,11,52,46,1022,1017.5,3,5,24.8,26.1,0,0,0
1849,03-11-2013,Brisbane,17.1,31.3,0,7.6,12.2,ENE,24,SW,NE,2,11,47,53,1018.3,1012.5,1,1,25.4,28.6,0,0,0
1850,04-11-2013,Brisbane,20,26.1,0,8.4,8.2,E,37,SE,ESE,9,19,56,56,1017.7,1016.8,4,7,23.9,23,0,0,0
1851,05-11-2013,Brisbane,16.7,24.9,0,14.4,10.3,ESE,61,E,E,13,19,50,54,1024.3,1021.5,3,2,22.2,23.1,0,0,0
1852,06-11-2013,Brisbane,15.9,26.3,0,5,9.7,NE,26,ESE,ENE,9,13,38,45,1022.9,1018.8,7,7,23.4,23.6,0,0,0
1853,07-11-2013,Brisbane,14.5,27.8,0,7.6,12.5,ENE,24,W,NE,4,11,47,43,1019.3,1015.1,1,1,23.4,26,0,0,0
1854,08-11-2013,Brisbane,15.1,29.2,0,7.4,12.1,NE,31,W,NNE,4,13,49,39,1016.6,1012.9,0,1,24.7,26.6,0,0,0
1855,09-11-2013,Brisbane,17.1,29.7,0,9.6,12.2,NE,37,NNE,NE,6,11,46,57,1014.6,1010.4,0,2,26.6,26.4,0,0,0
1856,10-11-2013,Brisbane,20.3,30.9,0,9.6,8.2,S,31,SE,E,2,13,51,57,1012.2,1010.5,2,6,27.2,27.1,0,4,1
1857,11-11-2013,Brisbane,20.7,28.7,4,7.4,6.1,NE,31,N,NNE,9,13,53,57,1014.5,1011.3,7,7,26.4,26.8,1,1.8,1
1858,12-11-2013,Brisbane,21.2,29.1,1.8,6.4,10.7,NE,33,NNE,NNE,9,13,59,53,1015.7,1012.8,5,2,26,27.6,1,5.8,1
1859,13-11-2013,Brisbane,19,30.1,5.8,7.6,10.9,ENE,30,WNW,ENE,7,15,61,60,1015.9,1012.2,3,3,26,28.1,1,12.8,1
1860,14-11-2013,Brisbane,19.4,27.7,12.8,6.4,6.6,SSE,35,NNW,ENE,6,13,67,64,1015.4,1010.1,6,2,25.8,27.4,1,22.4,1
1861,15-11-2013,Brisbane,17.1,29.1,22.4,7.4,11.6,NE,24,ENE,NE,9,9,64,63,1013.7,1009.3,1,5,25.5,26.7,1,0,0
1862,16-11-2013,Brisbane,20.2,27.2,0,8,6.9,ENE,33,E,ENE,9,17,58,63,1011.3,1007.4,6,6,24.7,24.8,0,0,0
1863,17-11-2013,Brisbane,18.4,25.5,0,5.6,2.2,ENE,20,ESE,ENE,4,4,64,70,1012,1010.2,8,7,22.9,23.1,0,9.2,1
1864,18-11-2013,Brisbane,17.3,28.4,9.2,3,9.1,SW,39,WNW,NNE,4,7,65,53,1011,1006.2,1,6,22.2,25,1,5.8,1
1865,19-11-2013,Brisbane,14.7,31,5.8,6.4,12.4,WSW,28,W,E,13,15,51,47,1008.9,1005.6,1,6,24.1,27.3,1,0,0
1866,20-11-2013,Brisbane,17.6,28.8,0,8,12.9,E,28,W,E,6,11,57,56,1011.1,1008.2,3,2,25.1,27.4,0,0,0
1867,21-11-2013,Brisbane,17.8,28.8,0,7.6,13,E,26,SSE,ENE,6,11,56,53,1012.9,1009.8,3,1,25.5,27.4,0,0,0
1868,22-11-2013,Brisbane,18.8,28.1,0,7.6,9.1,ENE,26,SE,ENE,4,11,55,60,1012.3,1009.2,2,7,26.2,25.7,0,0.2,0
1869,23-11-2013,Brisbane,22.1,29.4,0.2,7.2,8.4,W,43,NNW,NNE,6,13,62,62,1009.5,1004.9,7,1,26.3,27.8,0,10.6,1
1870,24-11-2013,Brisbane,19.9,31.2,10.6,7.6,8.7,S,37,NNW,NNE,6,4,67,72,1006.8,1002.1,5,5,27.4,25.2,1,8.8,1
1871,25-11-2013,Brisbane,20.2,29.3,8.8,6.8,11.3,NE,30,SSE,E,4,15,59,61,1006.1,1003.8,4,7,27,26,1,0,0
1872,26-11-2013,Brisbane,20.4,27.2,0,7.8,11.5,ESE,35,SE,ESE,6,15,54,55,1011.7,1010.5,5,2,25.2,25.5,0,0,0
1873,27-11-2013,Brisbane,16.3,27.1,0,10.4,12.7,ENE,28,S,ENE,6,11,45,49,1016.5,1013.6,1,2,24.3,25.2,0,0,0
1874,28-11-2013,Brisbane,17.1,28.9,0,7,12.9,NE,28,NNE,NE,6,11,56,56,1015.1,1010.9,1,1,25.4,27.1,0,0,0
1875,29-11-2013,Brisbane,18.4,33.5,0,8.6,10.1,NE,33,W,NNE,6,11,49,60,1009.9,1005.4,5,7,27.4,29.6,0,23.4,1
1876,30-11-2013,Brisbane,19.1,24.4,23.4,8.8,1.6,SE,35,SSW,S,6,9,94,74,1013,1014.4,8,7,19.4,21.9,1,14,1
1877,01-12-2013,Brisbane,16,25.6,14,3.6,12.8,SE,39,SSE,ESE,7,17,50,48,1022,1019.2,4,2,24,23.6,1,0,0
1878,02-12-2013,Brisbane,16,27,0,9,13.1,E,28,SSE,E,7,13,45,45,1021.1,1016.5,2,2,23.6,25.2,0,0,0
1879,03-12-2013,Brisbane,15.2,27.8,0,8,13,E,28,S,ENE,6,11,47,52,1016.9,1013.3,2,2,24.4,25.8,0,0,0
1880,04-12-2013,Brisbane,16.2,28.3,0,8.2,12.5,NNE,26,W,NE,6,9,57,47,1013.3,1007.8,3,6,23.2,27.1,0,0,0
1881,05-12-2013,Brisbane,19.9,35.5,0,8.8,9.4,WNW,30,NW,NNE,7,11,51,49,1004.4,999.3,2,6,27.8,31.4,0,0.8,0
